,Left Stick X,LeftStickY,Right Stick X,Right Stick Y,Button South,Button West,L1,R1,R2,Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z
56,-0.9512189,-0.5691394,0.2583781,0.3434139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1191406,-1.161377,0.1376953
57,-0.9357346,-0.6012593,0.4800654,0.7335399,0.0,0.0,0.0,0.0,1.0,-0.3243779,0.01974257,-0.07522168,-0.1887207,-0.7506104,0.1794434
58,-0.9280418,-0.6173669,0.5579947,0.9062466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01660156,-1.018066,-0.1008301
59,-0.9033475,-0.6407002,0.5779957,0.9606686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08422852,-0.8588867,-0.2004395
60,-0.8945485,-0.6400992,0.5779957,0.9606686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04492188,-0.8399658,-0.1584473
61,-0.8945485,-0.6400992,0.5946276,0.9617803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05529785,-0.918457,-0.2086182
62,-0.9033475,-0.6407002,0.6048162,0.8657174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0480957,-0.9588623,-0.1674805
63,-0.9263003,-0.5923551,0.5926905,0.7089043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06994629,-0.9678955,-0.1248779
64,-0.9890714,-0.4647444,0.486527,0.4000333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0201416,-0.6749268,-0.02197266
65,-1.0,-0.3444016,0.2946737,0.07293904,0.0,0.0,0.0,0.0,1.0,0.1794685,0.04959604,0.03898479,0.07666016,-0.8652344,-0.02941895
66,-1.0,-0.2642672,0.1469924,-0.03621552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04248047,-1.039429,-0.04797363
67,-1.0,-0.1532514,0.08937357,-0.08557043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06286621,-1.079834,-0.1766357
68,-1.0,-0.1059862,0.07785513,-0.1097957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1850586,-1.029663,-0.07397461
69,-1.0,-0.035298,0.07236225,-0.1425317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2803955,-1.143311,-0.03137207
70,-1.0,0.01960851,0.08117762,-0.1844946,0.0,0.0,0.0,0.0,0.0,-0.01449454,-0.0009996236,0.02624012,-0.1542969,-1.146484,0.04785156
71,-1.0,0.05884144,0.08566734,-0.2102744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104248,-1.201172,0.1136475
72,-1.0,0.1217254,0.1110014,-0.2247102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1068115,-1.192993,-0.006958008
73,-1.0,0.1927661,0.1495468,-0.234196,0.0,0.0,0.0,0.0,1.0,-0.1841806,0.01174558,0.009996235,-0.1005859,-1.167969,0.1262207
74,-1.0,0.2324234,0.1664295,-0.1937131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1275635,-0.961792,-0.01940918
75,-1.0,0.2802319,0.1610485,-0.1263611,0.0,0.0,0.0,0.0,1.0,-0.1402282,0.009686819,-0.03459578,-0.140625,-0.9858398,-0.1290283
76,-1.0,0.2802319,0.1565978,-0.09115396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02734375,-0.8522949,-0.2150879
77,-1.0,0.2802319,0.1471609,-0.06369652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01379395,-0.8127441,-0.2039795
78,-1.0,0.2642672,0.1454321,-0.05860695,0.0,0.0,0.0,0.0,1.0,0.03344849,-0.02583608,-0.04844264,0.04223633,-0.8885498,-0.2061768
79,-1.0,0.2244794,0.1508021,-0.07427564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01220703,-0.9681396,-0.1276855
80,-1.0,0.1217254,0.1786224,-0.1626264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05334473,-0.9556885,0.0255127
